Protein IDs,Majority protein IDs,Peptide counts (unique),Fasta headers,Mol. weight [kDa],Intensity,B1.1_1,B1.1_2,B1.1_3,CT_1,B0.3_1,B0.3_2,B0.3_3,B1.1_4,CT_2,CT_3,B0.3_4,B0.3_5,CT_4,CT_5,B1.1_5 
Q0VC88;F1N085,Q0VC88;F1N085,41;39,tr|Q0VC88|Q0VC88_BOVIN 3-phosphoadenosine 5-phosphosulfate synthase 2 OS=Bos taurus OX=9913 GN=PAPSS2 PE=2 SV=1;tr|F1N085|F1N085_BOVIN 3-phosphoadenosine 5-phosphosulfate synthase 2 OS=Bos taurus OX=9913 GN=PAPSS2 PE=3 SV=3,69.671,7144300000,424890000,540490000,241700000,521690000,551710000,436360000,106830000,61026000,209950000,39453000,723210000,759520000,669090000,854870000,852330000
P00442;F1MNQ4;Q861T4;Q9TS96;A0A411D3F5;A4URH1,P00442;F1MNQ4;Q861T4;Q9TS96,8;7;6;4;2;2,sp|P00442|SODC_BOVIN Superoxide dismutase [Cu-Zn] OS=Bos taurus OX=9913 GN=SOD1 PE=1 SV=2;tr|F1MNQ4|F1MNQ4_BOVIN Superoxide dismutase [Cu-Zn] OS=Bos taurus OX=9913 PE=3 SV=2;tr|Q861T4|Q861T4_BOVIN Similar to superoxide dismutase (Fragment) OS=Bos taurus OX,15.682,4018800000,438940000,403270000,406470000,526330000,205260000,0,175370000,295520000,189460000,255430000,186960000,209410000,227280000,149940000,205020000
Q5E946,Q5E946,28,sp|Q5E946|PARK7_BOVIN Parkinson disease protein 7 homolog OS=Bos taurus OX=9913 GN=PARK7 PE=2 SV=1,20.035,8775300000,538930000,447690000,474330000,531470000,691770000,530850000,633370000,831070000,871940000,824210000,629380000,643690000,578050000,488360000,475480000
Q3ZCH0,Q3ZCH0,48,"sp|Q3ZCH0|GRP75_BOVIN Stress-70 protein, mitochondrial OS=Bos taurus OX=9913 GN=HSPA9 PE=2 SV=1",73.741,7729200000,550570000,754000000,218910000,541540000,523760000,509960000,511850000,489400000,416050000,552130000,428670000,601670000,377700000,318740000,448060000
A0JNQ6;A0A3Q1NCS1,A0JNQ6;A0A3Q1NCS1,15;9,sp|A0JNQ6|OOEP_BOVIN Oocyte-expressed protein homolog OS=Bos taurus OX=9913 GN=OOEP PE=2 SV=1;tr|A0A3Q1NCS1|A0A3Q1NCS1_BOVIN Oocyte-expressed protein homolog OS=Bos taurus OX=9913 GN=OOEP PE=3 SV=1,15.868,7428300000,459310000,377180000,461120000,565930000,460450000,304400000,800600000,942920000,774380000,794480000,452330000,385690000,389800000,396470000,346620000
Q2KIK0;A0A452DHZ1;A0A3Q1LWL8,Q2KIK0;A0A452DHZ1;A0A3Q1LWL8,33;32;32,sp|Q2KIK0|SGT1_BOVIN Protein SGT1 homolog OS=Bos taurus OX=9913 GN=SUGT1 PE=2 SV=1;tr|A0A452DHZ1|A0A452DHZ1_BOVIN Protein SGT1 homolog OS=Bos taurus OX=9913 GN=SUGT1 PE=3 SV=1;tr|A0A3Q1LWL8|A0A3Q1LWL8_BOVIN Protein SGT1 homolog OS=Bos taurus OX=9913 GN=SUG,38.074,9234900000,494900000,677800000,690380000,566700000,650380000,102760000,1120300000,967780000,940220000,1058400000,457940000,461590000,647390000,433340000,394650000
F1MP41,F1MP41,29,tr|F1MP41|F1MP41_BOVIN Metalloendopeptidase OS=Bos taurus OX=9913 GN=ASTL PE=4 SV=2,42.024,7001200000,362610000,444610000,513390000,597960000,400430000,95738000,979290000,702980000,746730000,588690000,438490000,257200000,625550000,441760000,316440000
A0A3Q1MAM5;F1MIL2,A0A3Q1MAM5;F1MIL2,29;24,"tr|A0A3Q1MAM5|A0A3Q1MAM5_BOVIN TLE family member 6, subcortical maternal complex member OS=Bos taurus OX=9913 GN=TLE6 PE=3 SV=1;tr|F1MIL2|F1MIL2_BOVIN TLE family member 6, subcortical maternal complex member OS=Bos taurus OX=9913 GN=TLE6 PE=3 SV=3",61.009,10368000000,791670000,603180000,897100000,600300000,492890000,286410000,1516800000,991030000,684680000,1126200000,764150000,544130000,610340000,647090000,438940000
F1ME65,F1ME65,53,tr|F1ME65|F1ME65_BOVIN Cytoskeleton associated protein 4 OS=Bos taurus OX=9913 GN=CKAP4 PE=1 SV=1,64.529,5766700000,550900000,771290000,99919000,601180000,497050000,258460000,108870000,0,246380000,143640000,398220000,423320000,319350000,341050000,383520000
P01096,P01096,13,"sp|P01096|ATIF1_BOVIN ATPase inhibitor, mitochondrial OS=Bos taurus OX=9913 GN=ATP5IF1 PE=1 SV=2",12.301,4536700000,886360000,570770000,712210000,631180000,62053000,364870000,106120000,258940000,17364000,115450000,286680000,181810000,217260000,220030000,213960000
P19858;A0A3Q1LY19;Q2KJG0;F1MK19;E1BNS9,P19858;A0A3Q1LY19,20;19;1;1;1,sp|P19858|LDHA_BOVIN L-lactate dehydrogenase A chain OS=Bos taurus OX=9913 GN=LDHA PE=2 SV=2;tr|A0A3Q1LY19|A0A3Q1LY19_BOVIN L-lactate dehydrogenase OS=Bos taurus OX=9913 PE=3 SV=1,36.597,8845000000,778810000,477460000,1116700000,631620000,639080000,287770000,505200000,491260000,922160000,727180000,466810000,489330000,512860000,725830000,464520000
Q2KJH6,Q2KJH6,33,sp|Q2KJH6|SERPH_BOVIN Serpin H1 OS=Bos taurus OX=9913 GN=SERPINH1 PE=2 SV=1,46.506,7582600000,535910000,810910000,88169000,635320000,595940000,540200000,206780000,57833000,380760000,97755000,586050000,900500000,496100000,647410000,740640000
O46375;A0A3Q1MRM2,O46375;A0A3Q1MRM2,12;9,sp|O46375|TTHY_BOVIN Transthyretin OS=Bos taurus OX=9913 GN=TTR PE=1 SV=1;tr|A0A3Q1MRM2|A0A3Q1MRM2_BOVIN Transthyretin OS=Bos taurus OX=9913 GN=TTR PE=3 SV=1,15.727,8844800000,628740000,432560000,349820000,650930000,499730000,649750000,801580000,1384300000,814100000,1237900000,587480000,504830000,646570000,359080000,395420000
A0A3Q1M3Q7;F1MEN8;Q29RV1,A0A3Q1M3Q7;F1MEN8;Q29RV1,52;52;51,tr|A0A3Q1M3Q7|A0A3Q1M3Q7_BOVIN Protein disulfide-isomerase A4 OS=Bos taurus OX=9913 GN=PDIA4 PE=3 SV=1;tr|F1MEN8|F1MEN8_BOVIN Protein disulfide-isomerase A4 OS=Bos taurus OX=9913 GN=PDIA4 PE=3 SV=1;sp|Q29RV1|PDIA4_BOVIN Protein disulfide-isomerase A4 OS=Bo,71.9,9778100000,726210000,648390000,617360000,653750000,792590000,680720000,569690000,301160000,618200000,597770000,702630000,793810000,668600000,808350000,722580000
P19483;F1MLB8;A0A3Q1LZQ9,P19483;F1MLB8,41;40;2,"sp|P19483|ATPA_BOVIN ATP synthase subunit alpha, mitochondrial OS=Bos taurus OX=9913 GN=ATP5F1A PE=1 SV=1;tr|F1MLB8|F1MLB8_BOVIN ATP synthase subunit alpha OS=Bos taurus OX=9913 GN=ATP5F1A PE=1 SV=1",59.719,11234000000,669780000,800420000,369730000,654020000,1061000000,680560000,957350000,782890000,991830000,962630000,781020000,639270000,716950000,790020000,709670000
P09867;F1MTY3;A0A3Q1N0D7;A0A3Q1MQM9;M5FMW1;A0A3Q1LR30;A0A3Q1ME36,P09867;F1MTY3;A0A3Q1N0D7,26;26;18;12;11;8;5,sp|P09867|ROA1_BOVIN Heterogeneous nuclear ribonucleoprotein A1 OS=Bos taurus OX=9913 GN=HNRNPA1 PE=1 SV=2;tr|F1MTY3|F1MTY3_BOVIN Helix-destabilizing protein OS=Bos taurus OX=9913 GN=LOC100848353 PE=4 SV=2;tr|A0A3Q1N0D7|A0A3Q1N0D7_BOVIN Uncharacterized pro,34.196,8775900000,1010800000,919440000,366770000,685550000,515120000,1392900000,168310000,220260000,413370000,318070000,382840000,574820000,448760000,342300000,522560000
Q32LG3;A0A3Q1LTB0;Q0QF29;Q58DR9,Q32LG3;A0A3Q1LTB0;Q0QF29,42;35;32;14,"sp|Q32LG3|MDHM_BOVIN Malate dehydrogenase, mitochondrial OS=Bos taurus OX=9913 GN=MDH2 PE=1 SV=1;tr|A0A3Q1LTB0|A0A3Q1LTB0_BOVIN Malate dehydrogenase OS=Bos taurus OX=9913 GN=MDH2 PE=1 SV=1;tr|Q0QF29|Q0QF29_BOVIN Malate dehydrogenase (Fragment) OS=Bos tauru",35.668,13107000000,742890000,948460000,856080000,706950000,1100900000,1810400000,710100000,680710000,565070000,530090000,1307600000,1169500000,700510000,765160000,1167000000
A2VDN7;Q08DH6,A2VDN7;Q08DH6,1;1,tr|A2VDN7|A2VDN7_BOVIN Heterogeneous nuclear ribonucleoprotein U (Scaffold attachment factor A) OS=Bos taurus OX=9913 GN=HNRNPU PE=1 SV=1;tr|Q08DH6|Q08DH6_BOVIN HNRNPU protein OS=Bos taurus OX=9913 GN=HNRNPU PE=2 SV=1,90.451,6290800000,618640000,560670000,139560000,712380000,251560000,936330000,280640000,0,319930000,183200000,466450000,532920000,437280000,505230000,708730000
Q3T0P6;G3X7N4;Q58DJ6;A0A3Q1MPQ0;Q862Q5;Q32KN6;Q9GK71,Q3T0P6;G3X7N4;Q58DJ6;A0A3Q1MPQ0,56;51;33;29;21;10;8,sp|Q3T0P6|PGK1_BOVIN Phosphoglycerate kinase 1 OS=Bos taurus OX=9913 GN=PGK1 PE=2 SV=3;tr|G3X7N4|G3X7N4_BOVIN Phosphoglycerate kinase OS=Bos taurus OX=9913 GN=PGK1 PE=1 SV=2;tr|Q58DJ6|Q58DJ6_BOVIN Phosphoglycerate kinase OS=Bos taurus OX=9913 GN=PGK1 PE=2 ,44.537,11356000000,490340000,951960000,307370000,731900000,938770000,784860000,326130000,91904000,684940000,292560000,1059500000,1707300000,907370000,1378800000,1089100000
F6S1Q0;A6H7D3;A1XEB2;A1XEA4;A1XEA5;CON__H-INV:HIT000015463;A1XEB3,F6S1Q0;A6H7D3,20;18;7;4;3;3;1,tr|F6S1Q0|F6S1Q0_BOVIN Keratin 18 OS=Bos taurus OX=9913 GN=KRT18 PE=1 SV=1;tr|A6H7D3|A6H7D3_BOVIN KRT18 protein (Fragment) OS=Bos taurus OX=9913 GN=KRT18 PE=2 SV=1,47.964,6518300000,693410000,703260000,1986300000,734240000,410470000,613430000,332560000,230370000,336590000,0,346380000,354100000,374400000,298130000,396530000
F1MY44;A0A3Q1MJD5;A0A3Q1MIF1;A0A3Q1M8F3,F1MY44;A0A3Q1MJD5;A0A3Q1MIF1,5;5;2;0,tr|F1MY44|F1MY44_BOVIN Heteroous nuclear ribonucleoprotein M OS=Bos taurus OX=9913 GN=HNRNPM PE=1 SV=3;tr|A0A3Q1MJD5|A0A3Q1MJD5_BOVIN Heteroous nuclear ribonucleoprotein M OS=Bos taurus OX=9913 GN=HNRNPM PE=1 SV=1;tr|A0A3Q1MIF1|A0A3Q1MIF1_BOVIN Heteroous n,73.628,8719400000,860790000,1022800000,284840000,736680000,658130000,718810000,205800000,192170000,372280000,201810000,500350000,559120000,509370000,450770000,875630000
L7R5X3;A5D989;A0A3Q1M9K4;A0A452DIM3;L7R4Y6,L7R5X3;A5D989;A0A3Q1M9K4;A0A452DIM3;L7R4Y6,21;21;21;19;19,tr|L7R5X3|L7R5X3_BOVIN Eukaryotic translation elongation factor 1 delta transcript variant 1 OS=Bos taurus OX=9913 GN=eef1d PE=2 SV=1;sp|A5D989|EF1D_BOVIN Elongation factor 1-delta OS=Bos taurus OX=9913 GN=EEF1D PE=2 SV=2;tr|A0A3Q1M9K4|A0A3Q1M9K4_BOVIN Elo,31.141,7320000000,522830000,677980000,497160000,736980000,531490000,407410000,426830000,764130000,626350000,501430000,308560000,372790000,489430000,260710000,281260000
F1N7W5;A0A3Q1MFQ6;A0A3Q1LVZ5,F1N7W5;A0A3Q1MFQ6;A0A3Q1LVZ5,1;1;1,tr|F1N7W5|F1N7W5_BOVIN PHD finger protein 21B OS=Bos taurus OX=9913 GN=PHF21B PE=4 SV=3;tr|A0A3Q1MFQ6|A0A3Q1MFQ6_BOVIN PHD finger protein 21B OS=Bos taurus OX=9913 GN=PHF21B PE=4 SV=1;tr|A0A3Q1LVZ5|A0A3Q1LVZ5_BOVIN PHD finger protein 21B OS=Bos taurus OX=9,36.435,5102400000,460560000,817830000,2803000000,743350000,0,0,0,0,103920000,0,0,0,0,19820000,0
E1BL33,E1BL33,48,tr|E1BL33|E1BL33_BOVIN NLR family pyrin domain containing 8 OS=Bos taurus OX=9913 GN=NLRP8 PE=3 SV=3,116.62,13989000000,989050000,1021300000,1358300000,754930000,1042800000,225630000,1797700000,1374000000,1445200000,1694000000,688180000,523930000,723660000,893010000,429040000
Q2KJD0;A0A3Q1LNI7,Q2KJD0,5;0,sp|Q2KJD0|TBB5_BOVIN Tubulin beta-5 chain OS=Bos taurus OX=9913 GN=TUBB5 PE=2 SV=1,49.67,8782200000,442180000,790690000,338460000,761600000,627880000,774470000,521350000,421020000,595340000,578330000,616710000,558360000,645610000,848300000,606040000
A0A3Q1MME4;A0A3Q1MJF8;A0A3Q1MP10;A0A3Q1M3F3,A0A3Q1MME4;A0A3Q1MJF8,3;0;0;0,tr|A0A3Q1MME4|A0A3Q1MME4_BOVIN Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Bos taurus OX=9913 GN=HNRNPA2B1 PE=1 SV=1;tr|A0A3Q1MJF8|A0A3Q1MJF8_BOVIN RRM domain-containing protein OS=Bos taurus OX=9913 PE=4 SV=1,33.911,11295000000,1017600000,1198700000,338860000,773600000,882290000,1279500000,268020000,351040000,482000000,392970000,459500000,893840000,492790000,479380000,804080000
P17697;CON__P17697,P17697;CON__P17697,32;32,sp|P17697|CLUS_BOVIN Clusterin OS=Bos taurus OX=9913 GN=CLU PE=1 SV=1;,51.113,9491800000,533790000,597100000,680510000,803330000,713320000,409270000,639390000,1086700000,524370000,742550000,721910000,638350000,714460000,449690000,436790000
A6H7J6;F6Q9Q9;P05307;A0A3Q1LPQ0;G9BHW9,A6H7J6;F6Q9Q9;P05307;A0A3Q1LPQ0,57;57;56;51;4,tr|A6H7J6|A6H7J6_BOVIN Protein disulfide-isomerase OS=Bos taurus OX=9913 GN=P4HB PE=2 SV=1;tr|F6Q9Q9|F6Q9Q9_BOVIN Protein disulfide-isomerase OS=Bos taurus OX=9913 GN=P4HB PE=1 SV=1;sp|P05307|PDIA1_BOVIN Protein disulfide-isomerase OS=Bos taurus OX=9913 GN,57.203,17868000000,1164700000,1528300000,780250000,872370000,1522600000,793540000,872470000,817830000,863090000,1005900000,1383300000,1519200000,1361900000,1215600000,1314400000
CON__P35908v2;CON__P35908;CON__Q6NXH9,CON__P35908v2;CON__P35908,54;53;0,;,65.432,32546000000,1777500000,5841400000,9309700000,889860000,1024100000,341020000,1976100000,1123100000,932900000,2563900000,1578100000,1224800000,1885700000,882530000,723800000
A6QLL8;A0A3Q1LMG1;Q3T0S5;A5PK73;A0A3Q1MFK7;G3MXL6,A6QLL8;A0A3Q1LMG1,40;35;0;0;0;0,tr|A6QLL8|A6QLL8_BOVIN Fructose-bisphosphate aldolase OS=Bos taurus OX=9913 GN=ALDOA PE=1 SV=1;tr|A0A3Q1LMG1|A0A3Q1LMG1_BOVIN Fructose-bisphosphate aldolase OS=Bos taurus OX=9913 GN=ALDOA PE=1 SV=1,39.436,13684000000,1107300000,1245200000,675540000,893740000,958060000,1125600000,459140000,479310000,776440000,623130000,784540000,1158200000,914840000,1004300000,1060000000
A0A452DJ66;Q2HJ86;F2Z4C1;Q2HJB8;Q862L2;Q7M372;Q862I8,A0A452DJ66;Q2HJ86;F2Z4C1,1;1;0;0;0;0;0,tr|A0A452DJ66|A0A452DJ66_BOVIN Tubulin alpha chain OS=Bos taurus OX=9913 GN=TUBA1D PE=3 SV=1;sp|Q2HJ86|TBA1D_BOVIN Tubulin alpha-1D chain OS=Bos taurus OX=9913 GN=TUBA1D PE=1 SV=1;tr|F2Z4C1|F2Z4C1_BOVIN Tubulin alpha chain OS=Bos taurus OX=9913 GN=TUBA1A P,49.975,15198000000,615680000,810470000,518080000,909140000,1138500000,742690000,1107700000,696850000,1161800000,951920000,1188000000,1260400000,1157800000,1549700000,1140000000
A0A452DII8;P00829;Q0QEM9,A0A452DII8;P00829;Q0QEM9,42;42;27,"tr|A0A452DII8|A0A452DII8_BOVIN ATP synthase subunit beta OS=Bos taurus OX=9913 GN=ATP5F1B PE=3 SV=1;sp|P00829|ATPB_BOVIN ATP synthase subunit beta, mitochondrial OS=Bos taurus OX=9913 GN=ATP5F1B PE=1 SV=2;tr|Q0QEM9|Q0QEM9_BOVIN ATP synthase subunit beta (F",62.225,14844000000,910650000,1205700000,570370000,920830000,1142600000,759220000,1100700000,715910000,1390500000,1074000000,966370000,1026200000,919680000,919140000,1143600000
Q9BGI3,Q9BGI3,27,sp|Q9BGI3|PRDX2_BOVIN Peroxiredoxin-2 OS=Bos taurus OX=9913 GN=PRDX2 PE=2 SV=1,21.946,14901000000,701110000,711070000,890910000,952210000,1194100000,185240000,2423100000,1572700000,1831300000,1983100000,524210000,472350000,794740000,905970000,551990000
A0A3Q1N8Q5;P61603;A0A3Q1MBC6,A0A3Q1N8Q5;P61603,26;26;2,"tr|A0A3Q1N8Q5|A0A3Q1N8Q5_BOVIN 10 kDa chaperonin OS=Bos taurus OX=9913 GN=HSPE1 PE=1 SV=1;sp|P61603|CH10_BOVIN 10 kDa heat shock protein, mitochondrial OS=Bos taurus OX=9913 GN=HSPE1 PE=3 SV=2",27.593,13904000000,1151700000,1197800000,683830000,1021500000,1162400000,1682600000,927780000,1185800000,843010000,718800000,1017300000,954370000,833370000,593100000,849210000
Q3ZC87;A5D984;Q1JPG7,Q3ZC87;A5D984,46;46;2,tr|Q3ZC87|Q3ZC87_BOVIN Pyruvate kinase (Fragment) OS=Bos taurus OX=9913 GN=PKM2 PE=2 SV=1;tr|A5D984|A5D984_BOVIN Pyruvate kinase OS=Bos taurus OX=9913 GN=PKM PE=1 SV=1,61.427,16563000000,983210000,1030400000,921040000,1040200000,1363500000,1506700000,1132200000,997940000,1472900000,1217900000,1023000000,902590000,874950000,1381800000,1053000000
Q95114;F1MXX6;Q3T0K7;G3MYW7,Q95114;F1MXX6;Q3T0K7;G3MYW7,34;34;33;26,sp|Q95114|MFGM_BOVIN Lactadherin OS=Bos taurus OX=9913 GN=MFGE8 PE=1 SV=2;tr|F1MXX6|F1MXX6_BOVIN Lactadherin OS=Bos taurus OX=9913 GN=MFGE8 PE=4 SV=1;tr|Q3T0K7|Q3T0K7_BOVIN MFGE8 protein OS=Bos taurus OX=9913 GN=MFGE8 PE=2 SV=1;tr|G3MYW7|G3MYW7_BOVIN Lacta,47.41,13804000000,1031700000,805280000,680570000,1075700000,1140500000,664340000,1111000000,1051700000,1402700000,1155500000,649640000,444670000,933920000,967430000,760460000
REV__A0A3Q1LHF1,REV__A0A3Q1LHF1,1,tr|A0A3Q1LHF1|A0A3Q1LHF1_BOVIN Dishevelled associated activator of morphosis 1 OS=Bos taurus OX=9913 GN=DAAM1 PE=4 SV=1,123.44,11872000000,1991400000,0,20405000,1104000000,0,0,0,0,0,0,573210000,328270000,0,220790000,51568000
P62935;Q861V5;Q864S5;Q9N138;A0A411KUF8;G3X8B1;A0A3Q1M9Y7;A0A3Q1LSB7;A0A3Q1MEG6;A0A3Q1M6L4;G3MZS9;A4FV72,P62935;Q861V5;Q864S5;Q9N138,26;21;17;14;11;10;8;3;2;1;1;1,sp|P62935|PPIA_BOVIN Peptidyl-prolyl cis-trans isomerase A OS=Bos taurus OX=9913 GN=PPIA PE=1 SV=2;tr|Q861V5|Q861V5_BOVIN Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Bos taurus OX=9913 PE=2 SV=1;tr|Q864S5|Q864S5_BOVIN Peptidyl-prolyl cis-trans isomer,17.869,19358000000,742180000,1557600000,553980000,1128700000,1337600000,1853800000,630860000,1036000000,1377900000,972830000,1474800000,1892700000,1540700000,1145400000,1466100000
Q5E9F7;B0JYL8,Q5E9F7;B0JYL8,19;19,"sp|Q5E9F7|COF1_BOVIN Cofilin-1 OS=Bos taurus OX=9913 GN=CFL1 PE=2 SV=3;tr|B0JYL8|B0JYL8_BOVIN Cofilin, non-muscle isoform OS=Bos taurus OX=9913 GN=CFL1 PE=2 SV=1",18.518,15392000000,1013900000,875670000,1076400000,1149300000,1238500000,1861900000,1065400000,1604400000,1166400000,1493400000,1055400000,982940000,932740000,813180000,962850000
P13696;A0A3Q1LX99,P13696,24;6,sp|P13696|PEBP1_BOVIN Phosphatidylethanolamine-binding protein 1 OS=Bos taurus OX=9913 GN=PEBP1 PE=1 SV=2,20.985,24732000000,907610000,1640900000,1493800000,1189000000,1592200000,1080300000,1438500000,2108300000,1649600000,1784000000,1761000000,2252100000,2639700000,1643600000,2069200000
CON__P02768-1,CON__P02768-1,53,,69.366,18842000000,588290000,2268300000,854550000,1208700000,0,3316600000,203410000,1436900000,287090000,249050000,918150000,2684400000,1679800000,488230000,1126700000
Q5E947;Q862N9;Q9BGI4;Q862E5;A0A3Q1MIR5,Q5E947;Q862N9;Q9BGI4,28;24;24;13;4,sp|Q5E947|PRDX1_BOVIN Peroxiredoxin-1 OS=Bos taurus OX=9913 GN=PRDX1 PE=2 SV=1;tr|Q862N9|Q862N9_BOVIN Similar to peroxiredoxin 1 (Fragment) OS=Bos taurus OX=9913 PE=2 SV=1;tr|Q9BGI4|Q9BGI4_BOVIN Peroxiredoxin 1 OS=Bos taurus OX=9913 PE=2 SV=1,22.209,19646000000,1095300000,1414500000,992330000,1320300000,1094800000,915780000,1236100000,1257000000,2013300000,1703300000,1426100000,1233300000,1366600000,1122400000,1151100000
P21752;CON__P21752,P21752;CON__P21752,5;5,sp|P21752|TYB10_BOVIN Thymosin beta-10 OS=Bos taurus OX=9913 GN=TMSB10 PE=1 SV=2;,4.8054,12125000000,1158000000,845340000,1370400000,1323000000,763080000,711900000,644460000,947620000,457230000,759150000,651340000,815160000,831740000,690820000,700800000
P63103;E1BDS9;A0A4D6DKI8,P63103,19;5;3,sp|P63103|1433Z_BOVIN 14-3-3 protein zeta/delta OS=Bos taurus OX=9913 GN=YWHAZ PE=1 SV=1,27.745,14380000000,1279200000,1027000000,1576100000,1356900000,814860000,794880000,885690000,778620000,803440000,1139900000,767050000,830220000,909890000,958700000,781930000
P68103;O18787;E1B9F6;Q32PH8;Q862J5;Q862R6;E1BED8;A0A3Q1LJW9;Q862G2;Q862F6;A0A3Q1MPB9;Q862C3;A0A3Q1MQC0;A0A3Q1LP48;A0A3Q1LVN9,P68103;O18787;E1B9F6,23;14;13;11;10;0;5;5;0;5;3;3;2;2;1,sp|P68103|EF1A1_BOVIN Elongation factor 1-alpha 1 OS=Bos taurus OX=9913 GN=EEF1A1 PE=1 SV=1;tr|O18787|O18787_BOVIN Elongation factor 1 alpha (Fragment) OS=Bos taurus OX=9913 PE=2 SV=1;tr|E1B9F6|E1B9F6_BOVIN Elongation factor 1-alpha OS=Bos taurus OX=9913 P,50.14,20659000000,984860000,1072900000,821570000,1440900000,1459100000,1584100000,1869700000,1204500000,1704100000,1623500000,1765700000,922840000,2077600000,2036300000,1890600000
Q5E956;A0A452DIX3,Q5E956;A0A452DIX3,38;37,sp|Q5E956|TPIS_BOVIN Triosephosphate isomerase OS=Bos taurus OX=9913 GN=TPI1 PE=2 SV=3;tr|A0A452DIX3|A0A452DIX3_BOVIN Triosephosphate isomerase OS=Bos taurus OX=9913 GN=TPI1 PE=3 SV=1,26.689,31785000000,1307700000,3255900000,858150000,1531300000,2296900000,3611800000,539050000,354040000,964010000,626320000,3095300000,4854800000,3360600000,2876100000,3710700000
Q95M18,Q95M18,86,sp|Q95M18|ENPL_BOVIN Endoplasmin OS=Bos taurus OX=9913 GN=HSP90B1 PE=2 SV=1,92.426,24644000000,1743100000,1990000000,1052200000,1533200000,2090600000,1411600000,1804000000,1035500000,1569300000,1659000000,1814500000,2095600000,1759100000,1925900000,1533000000
CON__P00761,CON__P00761,8,,24.409,27384000000,1230300000,1716300000,1766100000,1565800000,1584000000,1327100000,1888800000,3395400000,1921200000,1903700000,2925300000,2017400000,2526900000,3554700000,2664900000
P19120;A0A3Q1LMS5;A0A3Q1M8L6;A8KC76;Q861V2,P19120;A0A3Q1LMS5;A0A3Q1M8L6,49;45;41;20;5,sp|P19120|HSP7C_BOVIN Heat shock cognate 71 kDa protein OS=Bos taurus OX=9913 GN=HSPA8 PE=1 SV=2;tr|A0A3Q1LMS5|A0A3Q1LMS5_BOVIN Heat shock cognate 71 kDa protein OS=Bos taurus OX=9913 GN=HSPA8 PE=1 SV=1;tr|A0A3Q1M8L6|A0A3Q1M8L6_BOVIN Heat shock cognate 71 ,71.24,29827000000,1586600000,1636200000,1034900000,1652600000,2392900000,1868900000,2579000000,2103300000,2150000000,2307200000,2036400000,1997400000,2399600000,2138500000,2296900000
A0A493UA87;P16116;A0A3Q1M9Q1;A0A3Q1MBL5;Q862S5,A0A493UA87;P16116;A0A3Q1M9Q1,38;37;20;17;15,tr|A0A493UA87|A0A493UA87_BOVIN Aldo-keto reductase family 1 member B1 OS=Bos taurus OX=9913 GN=AKR1B1 PE=3 SV=1;sp|P16116|ALDR_BOVIN Aldo-keto reductase family 1 member B1 OS=Bos taurus OX=9913 GN=AKR1B1 PE=1 SV=2;tr|A0A3Q1M9Q1|A0A3Q1M9Q1_BOVIN Aldo_ket_re,36.05,52410000000,1852500000,4282200000,2810600000,1665300000,3214000000,2346700000,3609600000,2602900000,5254800000,4585700000,4035100000,4176800000,5032400000,3659400000,3698100000
P62326;C1K3N7;G8JKY5;A0A3Q1MS48;A0A3Q1MJ46;Q6Y1E1;A0A3Q1LXR1;A0A0A0MPA1,P62326;C1K3N7;G8JKY5;A0A3Q1MS48;A0A3Q1MJ46,7;7;5;4;4;3;3;3,sp|P62326|TYB4_BOVIN Thymosin beta-4 OS=Bos taurus OX=9913 GN=TMSB4 PE=1 SV=2;tr|C1K3N7|C1K3N7_BOVIN Thymosin beta OS=Bos taurus OX=9913 GN=TMSB4X PE=2 SV=1;tr|G8JKY5|G8JKY5_BOVIN Thymosin beta OS=Bos taurus OX=9913 GN=TMSB4X PE=3 SV=2;tr|A0A3Q1MS48|A0A3Q1,5.0526,14074000000,1125800000,728510000,1075700000,1681300000,1145300000,1051600000,506930000,833350000,483010000,654160000,899260000,1328600000,1091800000,824860000,920870000
Q3MHM5;Q3ZBU7,Q3MHM5;Q3ZBU7,8;5,sp|Q3MHM5|TBB4B_BOVIN Tubulin beta-4B chain OS=Bos taurus OX=9913 GN=TUBB4B PE=1 SV=1;sp|Q3ZBU7|TBB4A_BOVIN Tubulin beta-4A chain OS=Bos taurus OX=9913 GN=TUBB4A PE=2 SV=1,49.83,27094000000,1142900000,1751000000,918530000,1705300000,2136900000,1469400000,1636500000,1325400000,2235700000,1623800000,1511500000,1709800000,2207900000,2449600000,1666200000
P49951;F1MPU0,P49951;F1MPU0,50;49,sp|P49951|CLH1_BOVIN Clathrin heavy chain 1 OS=Bos taurus OX=9913 GN=CLTC PE=1 SV=1;tr|F1MPU0|F1MPU0_BOVIN Clathrin heavy chain OS=Bos taurus OX=9913 GN=CLTC PE=1 SV=3,191.59,12450000000,1429200000,1227600000,1592000000,1706400000,1267600000,0,1915500000,1320500000,1727600000,1585000000,754120000,674270000,770860000,1223800000,757510000
